2023-10-29 02:24:09: [200122][bbbbbbbb][6|2206|2512]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:08:25: [206273][odceraq][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:08:25: [206263][odcerav][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:08:25: [206274][odcerau][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:08:25: [206262][odcerae][8|6237|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:08:25: [206268][odcerac][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:08:26: [206269][odcerax][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:06: [200975][okebaby0304][28|3860|1300]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :540000| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:07: [200976][okebaby04][28|3980|1240]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :630000| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:21: [200039][vodanh][86|2569|2966]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :151500| BẠC KHÓA :322227| ĐỒNG  :9400| ĐỒNG KHÓA :8750
2023-10-29 15:09:35: [201520][manaaaa5][308|2404|1737]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201527][manaaaa11][307|1763|2894]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201518][manaaaa20][305|5035|1934]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201521][manaaaa7][307|1763|2894]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201514][manaaaa13][305|5035|1934]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201510][manaaaa16][308|2404|1737]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201526][manaaaa12][311|2315|2259]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201522][manaaaa8][309|1477|2032]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201509][manaaaa15][311|2315|2259]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201524][manaaaa19][306|339|1295]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201523][manaaaa9][312|2345|1424]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201525][manaaaa10][308|2404|1737]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201511][manaaaa3][312|2445|1675]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201519][manaaaa17][307|1763|2894]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201516][manaaaa4][311|2315|2259]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201528][baba111][309|1477|2032]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201515][manaaaa1][306|339|1295]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201517][manaaaa2][311|2315|2259]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201513][manaaaa18][306|339|1295]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:35: [201512][manaaaa6][312|2445|1675]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:09:48: [206228][AnhKen92][5|6280|3060]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :4000
2023-10-29 15:10:02: [200039][vodanh][86|3052|5632]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :151500| BẠC KHÓA :322227| ĐỒNG  :9400| ĐỒNG KHÓA :8750
2023-10-29 15:10:22: [200946][Okebaby][28|4120|1160]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :130000| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:55: [206275][olkikja][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206276][olkikjax][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206277][olkikjac][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206278][olkikjar][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206279][olkikjan][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206280][olkikjatyy][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206281][olkikjaz][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206283][olkikjau][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206282][olkikjaq][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206285][olkikjae][8|6257|3535]  HOẠT LỰC :5000 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206287][olkikjav][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206284][olkikjab][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:11:56: [206286][olkikjaw][8|6257|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:12:15: [200437][ohnoooo][224|4901|2699]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :1500| BẠC KHÓA :232444| ĐỒNG  :0| ĐỒNG KHÓA :154
2023-10-29 15:12:28: [200188][Duonghung][23|6485|3646]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :161500| BẠC KHÓA :411660| ĐỒNG  :9475| ĐỒNG KHÓA :16275
2023-10-29 15:13:43: [200195][Anhken][5|6273|3055]  HOẠT LỰC :60 | TINH LỰC :12860| BẠC :217100| BẠC KHÓA :69748| ĐỒNG  :14600| ĐỒNG KHÓA :20155
2023-10-29 15:14:15: [200188][Duonghung][51|7108|4340]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :161500| BẠC KHÓA :411660| ĐỒNG  :9475| ĐỒNG KHÓA :16275
2023-10-29 15:14:42: [200280][Anhkuden][73|1346|5088]  HOẠT LỰC :4995 | TINH LỰC :4995| BẠC :51450| BẠC KHÓA :363472| ĐỒNG  :0| ĐỒNG KHÓA :2185
2023-10-29 15:15:18: [206288][ijhytraq][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206298][ijhytraqy][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206297][ijhytraqu][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206296][ijhytraqb][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206289][ijhytraqv][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206299][ijhytraqt][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206290][ijhytraqe][8|6237|3535]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206292][ijhytraqz][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206300][ijhytraqq][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206294][ijhytraqx][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206295][ijhytraqc][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206293][ijhytraqr][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:18: [206291][ijhytraqw][8|6243|3532]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:15:47: [200231][KeoMut][1|3230|3410]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :150500| BẠC KHÓA :339789| ĐỒNG  :9700| ĐỒNG KHÓA :9050
2023-10-29 15:18:13: [200024][zztapchoizz][29|8510|4170]  HOẠT LỰC :2620 | TINH LỰC :2620| BẠC :98436| BẠC KHÓA :257012| ĐỒNG  :0| ĐỒNG KHÓA :1470
2023-10-29 15:18:32: [200280][Anhkuden][73|1289|5379]  HOẠT LỰC :4995 | TINH LỰC :4995| BẠC :51450| BẠC KHÓA :364072| ĐỒNG  :0| ĐỒNG KHÓA :2185
2023-10-29 15:20:00: [200217][Bgcity][5|8062|3360]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :51683| ĐỒNG  :0| ĐỒNG KHÓA :1452
2023-10-29 15:20:36: [206303][nhtrqwe][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206304][nhtrqwew][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206305][nhtrqwez][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206308][nhtrqwex][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206306][nhtrqwec][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206307][nhtrqwer][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206310][nhtrqwey][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206312][nhtrqweu][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206301][nhtrqwev][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206313][nhtrqweq][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206302][nhtrqwee][8|6655|3247]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206311][nhtrqwet][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:20:36: [206309][nhtrqweb][8|6658|3240]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:21:06: [200039][vodanh][90|7103|3334]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :151500| BẠC KHÓA :226817| ĐỒNG  :9400| ĐỒNG KHÓA :8750
2023-10-29 15:22:40: [200188][Duonghung][59|7166|700]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :161500| BẠC KHÓA :414935| ĐỒNG  :9475| ĐỒNG KHÓA :16275
2023-10-29 15:22:50: [200001][<color=#0486dc>[GM]</color> AdminHaoKiem][5|5267|3486]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 15:24:34: [200024][zztapchoizz][75|7010|1729]  HOẠT LỰC :2620 | TINH LỰC :2620| BẠC :98436| BẠC KHÓA :257087| ĐỒNG  :0| ĐỒNG KHÓA :1470
2023-10-29 15:24:37: [200002][KTHaoKiem][5|4910|3430]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :167678| ĐỒNG  :0| ĐỒNG KHÓA :4000
2023-10-29 15:26:25: [204671][Zcaychay4][23|5914|5694]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :50000| BẠC KHÓA :109221| ĐỒNG  :0| ĐỒNG KHÓA :2325
2023-10-29 15:27:23: [206223][kakatagu1][1|3230|3410]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :116200| BẠC KHÓA :187450| ĐỒNG  :0| ĐỒNG KHÓA :275
2023-10-29 15:28:00: [200167][IB0961742730][113|4809|3916]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :154142| BẠC KHÓA :263644| ĐỒNG  :218650| ĐỒNG KHÓA :3025
2023-10-29 15:28:07: [206205][kiemthe2][225|4964|2357]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :37600| BẠC KHÓA :44406| ĐỒNG  :0| ĐỒNG KHÓA :175
2023-10-29 15:28:17: [206315][pjkjkaq][8|6243|3518]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206321][pjkjkaqw][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206326][pjkjkaqz][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206323][pjkjkaqx][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206318][pjkjkaqu][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206324][pjkjkaqc][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206316][pjkjkaqt][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206320][pjkjkaqq][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206314][pjkjkaqy][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206317][pjkjkaqb][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206325][pjkjkaqr][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206322][pjkjkaqv][8|6204|3512]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:28:18: [206319][pjkjkaqe][8|6201|3514]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:29:20: [202521][Tuanbinh][23|2860|3102]  HOẠT LỰC :0 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :2000
2023-10-29 15:29:25: [200252][DMBaVuong][108|1205|2203]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :41200| BẠC KHÓA :52402| ĐỒNG  :0| ĐỒNG KHÓA :125
2023-10-29 15:30:09: [201303][Master][5|4910|3430]  HOẠT LỰC :30000 | TINH LỰC :30000| BẠC :1543700| BẠC KHÓA :1181450| ĐỒNG  :139600| ĐỒNG KHÓA :79500
2023-10-29 15:31:06: [200347][zZzKirazZz][49|6280|6202]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :1500| BẠC KHÓA :228700| ĐỒNG  :0| ĐỒNG KHÓA :5450
2023-10-29 15:31:08: [206328][oiwyewa][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:08: [206330][oiwyewav][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:08: [206331][oiwyewaq][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:08: [206332][oiwyewaw][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:08: [206334][oiwyewaz][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:08: [206336][oiwyewac][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:08: [206335][oiwyewae][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :0| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:08: [206337][oiwyewar][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:08: [206338][oiwyewax][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:09: [206333][oiwyewatt][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:09: [206339][oiwyewab][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:09: [206329][oiwyeway][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:09: [206327][oiwyewau][8|6217|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:31:11: [200024][zztapchoizz][73|2036|4931]  HOẠT LỰC :2620 | TINH LỰC :2620| BẠC :98436| BẠC KHÓA :258712| ĐỒNG  :0| ĐỒNG KHÓA :1470
2023-10-29 15:31:55: [200252][DMBaVuong][108|1205|2203]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :41200| BẠC KHÓA :52402| ĐỒNG  :0| ĐỒNG KHÓA :125
2023-10-29 15:31:57: [206205][kiemthe2][23|4041|2443]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :37600| BẠC KHÓA :44406| ĐỒNG  :0| ĐỒNG KHÓA :175
2023-10-29 15:32:00: [200188][Duonghung][73|5089|6887]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :161500| BẠC KHÓA :417910| ĐỒNG  :9475| ĐỒNG KHÓA :16275
2023-10-29 15:33:42: [200039][vodanh][91|3880|3120]  HOẠT LỰC :7500 | TINH LỰC :7500| BẠC :151500| BẠC KHÓA :236597| ĐỒNG  :9400| ĐỒNG KHÓA :8750
2023-10-29 15:33:43: [200252][DMBaVuong][108|1205|2203]  HOẠT LỰC :120 | TINH LỰC :120| BẠC :41200| BẠC KHÓA :52402| ĐỒNG  :0| ĐỒNG KHÓA :125
2023-10-29 15:35:36: [206233][TigerNau][343|1181|977]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :63690| ĐỒNG  :0| ĐỒNG KHÓA :4350
2023-10-29 15:35:45: [206342][laygiaq][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:35:45: [206340][laygiaqz][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:35:45: [206343][laygiaqr][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:35:45: [206352][laygiaqc][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:35:45: [206347][laygiaqt][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:35:45: [206341][laygiaqx][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
2023-10-29 15:35:45: [206344][laygiaqb][8|6243|3505]  HOẠT LỰC :5000 | TINH LỰC :5000| BẠC :0| BẠC KHÓA :100000| ĐỒNG  :0| ĐỒNG KHÓA :0
